,user_id,action_type,time_stamp,dealer,coupon_code,dist_channel,item_name,item_price,purch_count
35333,222093015,purchase,2013-03-22 00:00:00,other,,Dist Partners,Dashboard,344,1
33923,222093015,purchase,2013-04-16 00:00:00,other,,Dist Partners,Base Station,47,2
35334,222093015,purchase,2013-04-16 00:00:00,other,,Dist Partners,Dashboard,344,3
40459,222093015,purchase,2013-04-16 00:00:00,other,,Dist Partners,Base Station,47,4
31449,222093015,purchase,2013-05-06 00:00:00,other,,Dist Partners,Launch Button,699,5
41977,222094027,purchase,2013-05-13 00:00:00,online,,Online,Status Indicator Lg,397,1
43542,222094027,purchase,2013-05-13 00:00:00,online,,Online,Base Station,47,2
34852,222095039,purchase,2013-04-11 00:00:00,Distrib B,,Dist Partners,Launch Button,699,1
35254,222095039,purchase,2013-04-11 00:00:00,Distrib B,,Dist Partners,Alarm,699,2
43259,222095545,purchase,2013-01-22 00:00:00,other,,Retail,Status Indicator Md,295,1
38998,222095545,purchase,2013-02-08 00:00:00,other,,Retail,Status Indicator Lg,397,2
37492,222095545,purchase,2013-03-20 00:00:00,other,,Retail,Base Station,47,3
40737,222096051,purchase,2013-01-03 00:00:00,other,,Dist Partners,Base Station,47,1
15263,222096051,purchase,2013-04-12 00:00:00,other,,Dist Partners,Status Indicator Md,295,2
40134,222096557,purchase,2013-04-25 00:00:00,other,,Other,Status Indicator Md,295,1
40679,222096557,purchase,2013-04-25 00:00:00,other,,Other,Base Station,47,2
33970,222097063,purchase,2013-03-13 00:00:00,DSG,,Retail,Base Station,47,1
35650,222097063,purchase,2013-03-13 00:00:00,DSG,,Retail,Status Indicator Lg,397,2
27426,222097569,purchase,2013-01-30 00:00:00,Flagship Stores,,,Status Indicator Lg,397,1
40443,222098075,purchase,2013-04-02 00:00:00,other,,Dist Partners,Base Station,47,1
41272,222098075,purchase,2013-05-10 00:00:00,other,,Dist Partners,Launch Button,699,2
41649,222098075,purchase,2013-05-10 00:00:00,other,,Dist Partners,Alarm,699,3
25436,222098581,purchase,2013-04-09 00:00:00,online,,Dist Partners,Status Indicator Md,295,1
30532,222098581,purchase,2013-05-06 00:00:00,online,,Dist Partners,Base Station,47,2
37953,222099087,purchase,2013-05-06 00:00:00,Apley,,Retail,Launch Button,699,1
37912,222100605,purchase,2013-03-15 00:00:00,other,,,Base Station,47,1
37914,222100605,purchase,2013-05-07 00:00:00,other,,,Status Indicator Lg,397,2
37913,222100605,purchase,2013-09-17 00:00:00,other,,,Status Indicator Md,295,3
37497,222101111,purchase,2013-05-01 00:00:00,Apley,,Retail,Base Station,47,1
35826,222101111,purchase,2013-11-25 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,2
32031,222101111,purchase,2014-04-01 00:00:00,Flagship Stores,,Holographic Commerce,Alarm,699,3
40589,222101617,purchase,2013-01-31 00:00:00,other,,Dist Partners,Base Station,47,1
38299,222101617,purchase,2013-05-08 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,2
38650,222101617,purchase,2013-05-08 00:00:00,other,,Dist Partners,Dashboard,344,3
38651,222101617,purchase,2013-05-08 00:00:00,other,,Dist Partners,Dashboard,344,4
30230,222102123,purchase,2013-04-25 00:00:00,other,,Other,Status Indicator Md,295,1
33973,222102123,purchase,2013-04-25 00:00:00,other,,Other,Base Station,47,2
26009,222102629,purchase,2013-03-07 00:00:00,Best Buy,,Retail,Base Station,47,1
24679,222102629,purchase,2013-04-11 00:00:00,Best Buy,,Retail,Status Indicator Lg,397,2
28773,222103641,purchase,2013-03-06 00:00:00,Cambridge,,Retail,Dashboard,344,1
25870,222103641,purchase,2013-04-19 00:00:00,Best Buy,,Retail,Base Station,47,2
28363,222103641,purchase,2013-05-01 00:00:00,Cambridge,,Retail,Dashboard + Monitor,502,3
30085,222103641,purchase,2013-06-21 00:00:00,online,,Online,Status Indicator Md,295,4
30570,222103641,purchase,2013-06-21 00:00:00,online,,Online,Base Station,47,5
32040,222104147,purchase,2013-05-01 00:00:00,other,,Dist Partners,Dashboard,344,1
41768,222104147,purchase,2013-05-01 00:00:00,other,,Dist Partners,Dashboard,344,2
27716,222104653,purchase,2013-05-01 00:00:00,Best Buy,,,Base Station,47,1
40885,222105159,purchase,2013-04-19 00:00:00,Best Buy,,Retail,Base Station,47,1
34845,222105159,purchase,2013-05-02 00:00:00,Cambridge,,Retail,Launch Button,699,2
39683,222105159,purchase,2014-03-06 00:00:00,other,,Other,Status Indicator Sm,203,3
41894,222106677,purchase,2013-02-15 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,1
36990,222106677,purchase,2013-02-25 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,2
43671,222106677,purchase,2013-02-25 00:00:00,Best Buy,,Retail,Base Station,47,3
43442,222106677,purchase,2013-05-13 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,4
24087,222106677,purchase,2014-07-18 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,5
34628,222107183,purchase,2013-03-15 00:00:00,online,,,Status Indicator Lg,397,1
34632,222107183,purchase,2013-06-24 00:00:00,Distrib B,,,Dashboard,344,2
43502,222109207,purchase,2013-01-09 00:00:00,other,,Dist Partners,Base Station,47,1
31625,222109207,purchase,2013-05-08 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,2
41769,222109207,purchase,2013-05-08 00:00:00,other,,Dist Partners,Dashboard,344,3
43501,222109207,purchase,2013-05-08 00:00:00,other,,Dist Partners,Base Station,47,4
28321,222109713,purchase,2013-04-26 00:00:00,other,,Dist Partners,Launch Button,699,1
31597,222109713,purchase,2013-04-26 00:00:00,other,,Dist Partners,Launch Button,699,2
30379,222109713,purchase,2013-05-13 00:00:00,other,,Dist Partners,Status Indicator Md,295,3
33716,222109713,purchase,2013-05-13 00:00:00,other,,Dist Partners,Status Indicator Md,295,4
31847,222110219,purchase,2013-04-03 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,1
31846,222110219,purchase,2013-05-10 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,2
31848,222110219,purchase,2013-05-10 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,3
32237,222110219,purchase,2013-05-10 00:00:00,other,,Dist Partners,Dashboard,344,4
35492,222110219,purchase,2013-05-10 00:00:00,other,,Dist Partners,Dashboard,344,5
30985,222110219,purchase,2014-06-03 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,6
28892,222110219,purchase,2014-06-18 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,7
29168,222110219,purchase,2014-06-18 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,8
29169,222110219,purchase,2014-06-18 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,9
46024,222110219,purchase,2014-09-29 00:00:00,Amazon.com,,Retail,Status Indicator Sm,203,10
31779,222110725,purchase,2013-04-16 00:00:00,Amazon.com,,Retail,Dashboard + Monitor,502,1
32473,222110725,purchase,2013-12-19 00:00:00,online,,Online,Status Indicator Lg,397,2
40780,222110725,purchase,2013-12-19 00:00:00,online,,Online,Base Station,47,3
38997,222110725,purchase,2014-01-02 00:00:00,online,,Online,Status Indicator Lg,397,4
28417,222112749,purchase,2013-04-24 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,1
29089,222112749,purchase,2013-04-24 00:00:00,other,,Dist Partners,Status Indicator Lg,397,2
30747,222112749,purchase,2013-04-24 00:00:00,other,,Dist Partners,Base Station,47,3
28418,222112749,purchase,2013-09-04 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,4
28419,222112749,purchase,2013-09-04 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,5
28420,222112749,purchase,2013-09-04 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,6
28421,222112749,purchase,2013-09-04 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,7
28128,222113761,purchase,2013-05-21 00:00:00,other,,Online,Launch Button,699,1
37773,222115279,purchase,2013-02-13 00:00:00,other,,,Base Station,47,1
38069,222116291,purchase,2013-02-19 00:00:00,other,,Dist Partners,Launch Button,699,1
26077,222116291,purchase,2013-05-08 00:00:00,other,,Dist Partners,Base Station,47,2
38962,222116291,purchase,2013-05-08 00:00:00,other,,Dist Partners,Status Indicator Lg,397,3
38963,222116291,purchase,2013-05-08 00:00:00,other,,Dist Partners,Status Indicator Lg,397,4
42054,222116291,purchase,2013-05-08 00:00:00,other,,Dist Partners,Status Indicator Lg,397,5
38510,222116291,purchase,2014-03-11 00:00:00,other,,Dist Partners,Alarm,699,6
34127,222116291,purchase,2014-04-03 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,7
40087,222116797,purchase,2013-04-09 00:00:00,DSG,,Retail,Status Indicator Md,295,1
34994,222117303,purchase,2013-04-30 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,1
34995,222117303,purchase,2013-04-30 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,2
34996,222117303,purchase,2013-05-20 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,3
42163,222117303,purchase,2014-12-09 00:00:00,other,,Dist Partners,Status Indicator Lg,397,4
42164,222117303,purchase,2014-12-09 00:00:00,other,,Dist Partners,Status Indicator Lg,397,5
43380,222117303,purchase,2014-12-09 00:00:00,other,,Dist Partners,Status Indicator Md,295,6
30528,222118821,purchase,2013-03-13 00:00:00,Distrib B,,Dist Partners,Base Station,47,1
30058,222118821,purchase,2013-03-15 00:00:00,online,,Dist Partners,Status Indicator Md,295,2
29011,222118821,purchase,2013-04-25 00:00:00,online,,Dist Partners,Status Indicator Lg,397,3
34916,222119327,purchase,2013-05-07 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,1
24745,222119833,purchase,2013-03-25 00:00:00,other,,Retail,Status Indicator Lg,397,1
26232,222119833,purchase,2013-05-08 00:00:00,other,,Retail,Base Station,47,2
31562,222119833,purchase,2013-05-14 00:00:00,other,,Retail,Launch Button,699,3
39807,222119833,purchase,2014-11-21 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,4
37895,222120339,purchase,2013-02-15 00:00:00,Distrib B,,,Launch Button,699,1
43285,222120845,purchase,2013-04-18 00:00:00,other,,Retail,Status Indicator Md,295,1
43754,222120845,purchase,2013-05-10 00:00:00,other,,Retail,Base Station,47,2
39020,222120845,purchase,2013-10-09 00:00:00,other,,Dist Partners,Status Indicator Lg,397,3
37544,222120845,purchase,2013-11-19 00:00:00,other,,Dist Partners,Base Station,47,4
41321,222121351,purchase,2013-05-17 00:00:00,Distrib A,,Dist Partners,Launch Button,699,1
36759,222121857,purchase,2013-03-01 00:00:00,online,,Dist Partners,Status Indicator Md,295,1
43665,222121857,purchase,2013-03-01 00:00:00,online,,Dist Partners,Base Station,47,2
42461,222121857,purchase,2013-12-06 00:00:00,online,,Dist Partners,Status Indicator Sm,203,3
42462,222121857,purchase,2013-12-06 00:00:00,online,,Dist Partners,Status Indicator Sm,203,4
29662,222121857,purchase,2014-04-02 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,5
32941,222121857,purchase,2014-04-02 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,6
28225,222122363,purchase,2013-04-04 00:00:00,other,,Retail,Launch Button,699,1
34053,222122363,purchase,2013-04-09 00:00:00,other,,Retail,Base Station,47,2
25537,222122869,purchase,2013-02-21 00:00:00,Best Buy,,Retail,Status Indicator Md,295,1
30158,222122869,purchase,2013-02-21 00:00:00,Best Buy,,Retail,Status Indicator Md,295,2
24326,222122869,purchase,2013-04-18 00:00:00,Cambridge,,Retail,Alarm,699,3
23977,222122869,purchase,2013-05-02 00:00:00,Cambridge,,Retail,Launch Button,699,4
29075,222122869,purchase,2013-05-20 00:00:00,Distrib C,,Retail,Status Indicator Lg,397,5
42374,222122869,purchase,2014-05-02 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,6
31461,222123375,purchase,2013-05-01 00:00:00,Southern,,Retail,Launch Button,699,1
32833,222123375,purchase,2013-11-01 00:00:00,Southern,,Retail,Status Indicator Sm,203,2
32832,222123375,purchase,2013-12-19 00:00:00,Computer Discounter,,Dist Partners,Status Indicator Sm,203,3
37222,222123375,purchase,2013-12-19 00:00:00,Computer Discounter,,Dist Partners,Base Station,47,4
24620,222123881,purchase,2013-02-14 00:00:00,Best Buy,,Retail,Status Indicator Lg,397,1
30086,222123881,purchase,2013-04-10 00:00:00,Best Buy,,Retail,Status Indicator Md,295,2
29028,222123881,purchase,2013-05-01 00:00:00,Best Buy,,Retail,Status Indicator Lg,397,3
28364,222123881,purchase,2013-05-02 00:00:00,online,,Online,Dashboard + Monitor,502,4
28774,222123881,purchase,2013-05-02 00:00:00,online,,Online,Dashboard,344,5
30571,222123881,purchase,2013-05-02 00:00:00,online,,Online,Base Station,47,6
33657,222125399,purchase,2013-05-14 00:00:00,DSG,,Retail,Status Indicator Md,295,1
34251,222125399,purchase,2013-05-14 00:00:00,DSG,,Retail,Base Station,47,2
25708,222125399,purchase,2014-08-14 00:00:00,Best Buy,,Retail,Status Indicator Md,295,3
36845,222125905,purchase,2013-02-25 00:00:00,Best Buy,,Retail,Status Indicator Md,295,1
40801,222125905,purchase,2013-02-25 00:00:00,Best Buy,,Retail,Base Station,47,2
15163,222126411,purchase,2013-05-01 00:00:00,Cambridge,,Retail,Launch Button,699,1
37456,222126411,purchase,2013-05-01 00:00:00,Best Buy,,Retail,Base Station,47,2
40164,222126411,purchase,2013-11-26 00:00:00,Target,,Retail,Status Indicator Md,295,3
37983,222128435,purchase,2013-05-03 00:00:00,Thayer,,Dist Partners,Launch Button,699,1
29981,222128435,purchase,2014-10-10 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
25443,222128941,purchase,2013-04-04 00:00:00,Thayer,,Dist Partners,Status Indicator Md,295,1
24404,222128941,purchase,2013-05-01 00:00:00,Thayer,,Dist Partners,Dashboard,344,2
25850,222128941,purchase,2013-05-01 00:00:00,Thayer,,Dist Partners,Base Station,47,3
24903,222128941,purchase,2013-12-19 00:00:00,Thayer,,Dist Partners,Status Indicator Sm,203,4
36512,222128941,purchase,2014-10-10 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,5
41970,222129447,purchase,2013-04-05 00:00:00,other,,Other,Status Indicator Lg,397,1
43520,222129447,purchase,2013-04-05 00:00:00,other,,Other,Base Station,47,2
39002,222130965,purchase,2013-05-10 00:00:00,other,,Dist Partners,Status Indicator Lg,397,1
37510,222130965,purchase,2013-05-14 00:00:00,other,,Dist Partners,Base Station,47,2
43271,222130965,purchase,2013-09-06 00:00:00,other,,Retail,Status Indicator Md,295,3
40231,222131471,purchase,2013-04-09 00:00:00,DSG,,Retail,Status Indicator Md,295,1
40230,222131471,purchase,2013-04-22 00:00:00,DSG,,Retail,Status Indicator Md,295,2
38732,222131471,purchase,2013-05-01 00:00:00,Thayer,,Dist Partners,Dashboard,344,3
40187,222131471,purchase,2013-05-03 00:00:00,DSG,,Retail,Status Indicator Md,295,4
40186,222131471,purchase,2013-05-22 00:00:00,DSG,,Retail,Status Indicator Md,295,5
40185,222131471,purchase,2013-07-30 00:00:00,DSG,,Retail,Status Indicator Md,295,6
25105,222131471,purchase,2013-10-18 00:00:00,DSG,,Retail,Status Indicator Sm,203,7
36782,222131977,purchase,2013-01-14 00:00:00,DSG,,Retail,Status Indicator Md,295,1
40689,222131977,purchase,2013-04-09 00:00:00,DSG,,Retail,Base Station,47,2
33536,222132483,purchase,2013-05-10 00:00:00,Best Buy,,Retail,Status Indicator Md,295,1
34046,222132483,purchase,2013-05-15 00:00:00,Best Buy,,Retail,Base Station,47,2
36646,222133495,purchase,2013-02-14 00:00:00,Best Buy,,Retail,Status Indicator Md,295,1
37163,222133495,purchase,2013-04-19 00:00:00,Best Buy,,Retail,Base Station,47,2
24074,222135519,purchase,2013-03-27 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,1
46580,222135519,purchase,2014-10-22 00:00:00,Thayer,,Dist Partners,Status Indicator Sm,203,2
46579,222135519,purchase,2014-11-12 00:00:00,Thayer,,Dist Partners,Status Indicator Sm,203,3
47040,222135519,purchase,2014-11-12 00:00:00,Thayer,,Dist Partners,Status Indicator Md,295,4
47041,222135519,purchase,2014-11-12 00:00:00,Thayer,,Dist Partners,Status Indicator Md,295,5
35069,222136025,purchase,2013-05-08 00:00:00,Electronic Exp,,Dist Partners,Dashboard + Monitor,502,1
37522,222136025,purchase,2013-05-08 00:00:00,Electronic Exp,,Dist Partners,Base Station,47,2
34071,222137037,purchase,2013-05-01 00:00:00,other,,Dist Partners,Base Station,47,1
31749,222137037,purchase,2013-05-14 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,2
32164,222137037,purchase,2013-05-14 00:00:00,other,,Dist Partners,Dashboard,344,3
38304,222137037,purchase,2013-05-14 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,4
38305,222137037,purchase,2013-05-14 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,5
38306,222137037,purchase,2013-05-14 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,6
34739,222137543,purchase,2013-04-25 00:00:00,other,,Dist Partners,Launch Button,699,1
33519,222137543,purchase,2013-05-13 00:00:00,other,,Dist Partners,Status Indicator Md,295,2
31982,222137543,purchase,2013-05-15 00:00:00,other,,Dist Partners,Alarm,699,3
34014,222137543,purchase,2013-05-16 00:00:00,other,,Dist Partners,Base Station,47,4
39860,222137543,purchase,2014-08-20 00:00:00,other,code1,Other,Status Indicator Sm,203,5
30720,222138049,purchase,2013-01-17 00:00:00,Distrib B,,Dist Partners,Base Station,47,1
30173,222138049,purchase,2013-04-09 00:00:00,Distrib B,,Dist Partners,Status Indicator Md,295,2
34963,222138555,purchase,2013-04-23 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,1
35348,222138555,purchase,2013-10-15 00:00:00,other,,Dist Partners,Dashboard,344,2
35349,222138555,purchase,2013-10-18 00:00:00,other,,Dist Partners,Dashboard,344,3
31697,222138555,purchase,2013-10-22 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,4
34964,222138555,purchase,2013-10-22 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,5
34965,222138555,purchase,2013-10-22 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,6
34966,222138555,purchase,2013-10-22 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,7
34967,222138555,purchase,2013-10-22 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,8
34968,222138555,purchase,2014-01-08 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,9
43503,222139567,purchase,2013-05-01 00:00:00,Best Buy,,Retail,Base Station,47,1
43146,222139567,purchase,2013-05-10 00:00:00,Best Buy,,Retail,Status Indicator Md,295,2
43147,222139567,purchase,2013-05-10 00:00:00,Best Buy,,Retail,Status Indicator Md,295,3
30341,222140073,purchase,2013-04-05 00:00:00,other,,Dist Partners,Status Indicator Md,295,1
31019,222140073,purchase,2013-04-08 00:00:00,other,,Dist Partners,Base Station,47,2
25659,222140073,purchase,2013-05-13 00:00:00,other,,Dist Partners,Status Indicator Md,295,3
39862,222140073,purchase,2014-10-01 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,4
37693,222141085,purchase,2013-03-01 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,1
25226,222141085,purchase,2014-03-10 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
40752,222141591,purchase,2013-04-30 00:00:00,other,,Dist Partners,Base Station,47,1
36813,222141591,purchase,2013-05-13 00:00:00,other,,Dist Partners,Status Indicator Md,295,2
29655,222142603,purchase,2013-10-15 00:00:00,Distrib A,,Dist Partners,Status Indicator Sm,203,1
32923,222142603,purchase,2013-10-15 00:00:00,Distrib A,,Dist Partners,Status Indicator Sm,203,2
