,user_id,action_type,time_stamp,dealer,coupon_code,dist_channel,item_name,item_price
29320,221076461,purchase,2013-11-01,Distrib A,,Dist Partners,Status Indicator Sm,203
41244,221082027,purchase,2013-02-11,Cambridge,,Retail,Launch Button,699
37943,221082027,purchase,2013-04-08,online,,Online,Launch Button,699
42246,221082027,purchase,2013-09-17,Best Buy,,Retail,Status Indicator Sm,203
39147,221082027,purchase,2013-10-03,other,,Dist Partners,Status Indicator Sm,203
42245,221082027,purchase,2013-10-03,other,,Dist Partners,Status Indicator Sm,203
36470,221082027,purchase,2014-05-19,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
29103,221085063,purchase,2013-05-14,online,,Dist Partners,Status Indicator Lg,397
30774,221085063,purchase,2013-07-16,Distrib B,,Dist Partners,Base Station,47
29571,221085063,purchase,2013-12-27,online partner,,Online,Status Indicator Sm,203
24976,221085569,purchase,2013-12-06,Distrib A,,Dist Partners,Status Indicator Sm,203
31357,221090123,purchase,2013-11-06,Apley,,,Base Station,47
41057,221097207,purchase,2013-01-30,other,,,Status Indicator Md,295
41058,221097207,purchase,2013-03-08,Amazon.com,,,Launch Button,699
41052,221097207,purchase,2013-05-14,Target,,,Status Indicator Md,295
41051,221097207,purchase,2013-09-17,other,,,Status Indicator Sm,203
41059,221097207,purchase,2013-09-17,other,,,Status Indicator Sm,203
31144,221101761,purchase,2014-01-14,other,,,Dashboard,344
37934,221104797,purchase,2014-03-10,other,,,Launch Button,699
37933,221104797,purchase,2014-03-26,other,,,Spy Camera,699
42432,221109857,purchase,2013-09-13,Target,,Retail,Status Indicator Sm,203
42026,221109857,purchase,2013-11-26,Target,,Retail,Status Indicator Lg,397
47058,221109857,purchase,2014-10-23,Target,,Retail,Status Indicator Md,295
37775,221116435,purchase,2013-04-05,other,,,Base Station,47
37776,221116435,purchase,2013-06-25,other,,,Base Station,47
34330,221118965,purchase,2013-01-31,other,,,Status Indicator Md,295
41189,221127567,purchase,2013-03-20,Flagship Stores,,,Dashboard + Monitor,502
33053,221129085,purchase,2014-04-03,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
41626,221130603,purchase,2014-07-10,Flagship Stores,,Holographic Commerce,Spy Camera,699
51012,221131109,purchase,2014-12-17,other,,Retail,Status Indicator Md,295
43060,221132121,purchase,2014-11-11,other,,Retail,Status Indicator Sm,203
39687,221133133,purchase,2014-04-24,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
42380,221135663,purchase,2014-09-16,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
31343,221138699,purchase,2013-12-11,other,,,Dashboard + Monitor,502
31173,221138699,purchase,2014-05-09,Flagship Stores,,,Launch Button,699
39180,221142747,purchase,2013-10-18,Southern,,Retail,Status Indicator Sm,203
42465,221145277,purchase,2014-02-27,Distrib A,,Dist Partners,Status Indicator Sm,203
27902,221147301,purchase,2013-10-28,other,,,Status Indicator Sm,203
38820,221147807,purchase,2013-01-07,Distrib A,,Dist Partners,Status Indicator Lg,397
34661,221147807,purchase,2013-05-13,Distrib A,,Dist Partners,Launch Button,699
25274,221147807,purchase,2014-04-02,online,,Dist Partners,Status Indicator Sm,203
25275,221147807,purchase,2014-04-02,online,,Dist Partners,Status Indicator Sm,203
32598,221147807,purchase,2014-04-03,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
35425,221149325,purchase,2013-12-09,other,,Dist Partners,Dashboard,344
35966,221151855,purchase,2013-10-22,Distrib A,,Dist Partners,Status Indicator Sm,203
35967,221151855,purchase,2013-10-23,Distrib A,,Dist Partners,Status Indicator Sm,203
42968,221152361,purchase,2014-12-18,other,,Online,Status Indicator Sm,203
28235,221154385,purchase,2014-07-10,Flagship Stores,,Holographic Commerce,Launch Button,699
28681,221154385,purchase,2014-07-10,Flagship Stores,,Holographic Commerce,Alarm,699
42949,221154385,purchase,2014-11-10,Distrib A,,Dist Partners,Status Indicator Sm,203
42950,221154385,purchase,2014-11-10,Distrib A,,Dist Partners,Status Indicator Sm,203
32174,221155397,purchase,2013-02-06,Cambridge,,Retail,Dashboard,344
25058,221155397,purchase,2014-04-03,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
41432,221155397,purchase,2014-05-15,Cambridge,,Retail,Launch Button,699
42387,221155903,purchase,2014-04-17,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
24141,221156915,purchase,2014-06-04,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
24951,221156915,purchase,2014-06-20,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
29413,221156915,purchase,2014-06-20,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
46635,221156915,purchase,2014-11-18,Electronic Exp,,Dist Partners,Status Indicator Sm,203
34326,221163999,purchase,2014-06-26,Flagship Stores,,,Status Indicator Sm,203
37920,221165011,purchase,2013-10-24,other,,,Status Indicator Sm,203
41474,221168047,purchase,2013-04-08,other,,Dist Partners,Dashboard + Monitor,502
29020,221172601,purchase,2013-05-07,online,,Online,Status Indicator Lg,397
29343,221172601,purchase,2013-10-30,online,,Online,Status Indicator Sm,203
37827,221175131,purchase,2014-06-13,Flagship Stores,,,Dashboard + Monitor,502
37830,221175131,purchase,2014-07-25,Flagship Stores,,,Launch Button,699
41123,221175131,purchase,2014-07-25,Flagship Stores,,,Status Indicator Md,295
30139,221181709,purchase,2013-04-05,other,,Dist Partners,Status Indicator Md,295
43569,221181709,purchase,2013-08-07,Best Buy,,Retail,Base Station,47
29452,221181709,purchase,2013-11-27,other,,Dist Partners,Status Indicator Sm,203
42335,221181709,purchase,2013-11-27,other,,Dist Partners,Status Indicator Sm,203
38796,221181709,purchase,2014-10-23,Flagship Stores,,Holographic Commerce,Dashboard,344
50391,221181709,purchase,2015-03-11,other,,Dist Partners,Dashboard,344
23925,221182721,purchase,2013-03-07,other,,Other,Launch Button,699
41698,221182721,purchase,2014-12-19,other,code1,Online,Alarm,699
46469,221182721,purchase,2015-03-10,other,,Online,Status Indicator Sm,203
35708,221185251,purchase,2013-12-02,online,,Online,Status Indicator Lg,397
35709,221185251,purchase,2013-12-02,online,,Online,Status Indicator Lg,397
38965,221185251,purchase,2013-12-02,online,,Online,Status Indicator Lg,397
42222,221185251,purchase,2014-10-06,Amazon.com,,Retail,Status Indicator Lg,397
42223,221185251,purchase,2014-10-27,Amazon.com,,Retail,Status Indicator Lg,397
45911,221185251,purchase,2014-10-27,Amazon.com,,Retail,Status Indicator Lg,397
23926,221187781,purchase,2013-10-17,online,,Online,Launch Button,699
24899,221187781,purchase,2013-10-17,online,,Online,Status Indicator Sm,203
25847,221187781,purchase,2013-10-17,online,,Online,Base Station,47
30062,221187781,purchase,2013-10-18,online,,Online,Status Indicator Md,295
30536,221187781,purchase,2013-10-18,online,,Online,Base Station,47
28762,221187781,purchase,2013-10-24,online,,Online,Dashboard,344
24126,221187781,purchase,2013-11-22,online,,Online,Dashboard + Monitor,502
41071,221188287,purchase,2013-03-01,other,,,Launch Button,699
34457,221191323,purchase,2013-12-06,Southern,,,Status Indicator Sm,203
34456,221191323,purchase,2013-12-09,Southern,,,Status Indicator Sm,203
34329,221194865,purchase,2013-12-16,Apley,,,Status Indicator Sm,203
31328,221196383,purchase,2013-09-19,Distrib B,,,Base Station,47
31309,221200937,purchase,2013-06-06,Target,,,Status Indicator Lg,397
38572,221203467,purchase,2013-08-26,other,,Dist Partners,Dashboard,344
34814,221205491,purchase,2014-05-26,Flagship Stores,,Holographic Commerce,Launch Button,699
24430,221207009,purchase,2014-02-05,Cambridge,,Retail,Dashboard,344
37227,221207009,purchase,2014-04-21,Flagship Stores,,Holographic Commerce,Base Station,47
46660,221207009,purchase,2014-10-22,Best Buy,,Retail,Status Indicator Sm,203
34690,221207515,purchase,2013-04-11,online,,Dist Partners,Launch Button,699
37115,221207515,purchase,2013-04-11,online,,Dist Partners,Base Station,47
36619,221207515,purchase,2013-05-28,online,,Dist Partners,Status Indicator Md,295
43178,221207515,purchase,2013-05-28,online,,Dist Partners,Status Indicator Md,295
34689,221207515,purchase,2013-06-27,online,,Dist Partners,Launch Button,699
35188,221207515,purchase,2013-09-02,online,,Dist Partners,Alarm,699
41978,221207515,purchase,2013-09-02,online,,Dist Partners,Status Indicator Lg,397
36617,221207515,purchase,2013-09-03,online,,Dist Partners,Status Indicator Md,295
36618,221207515,purchase,2013-09-03,online,,Dist Partners,Status Indicator Md,295
35989,221207515,purchase,2014-01-14,online,,Dist Partners,Status Indicator Sm,203
32674,221208021,purchase,2014-04-03,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
34335,221209033,purchase,2013-05-02,other,,,Status Indicator Lg,397
28024,221209033,purchase,2013-11-08,other,,,Spy Camera,699
28023,221209033,purchase,2014-10-14,Flagship Stores,,,Signal Amplifier,98
41093,221211057,purchase,2013-12-16,online partner,,,Status Indicator Sm,203
34636,221212575,purchase,2013-04-11,online,,,Dashboard + Monitor,502
34635,221212575,purchase,2013-08-13,Distrib B,,,Status Indicator Md,295
27754,221212575,purchase,2014-06-23,Flagship Stores,,,Launch Button,699
27758,221212575,purchase,2014-06-23,Flagship Stores,,,Base Station,47
32643,221213081,purchase,2013-12-17,other,,Retail,Status Indicator Sm,203
50720,221213081,purchase,2015-01-09,other,,Retail,Status Indicator Sm,203
32901,221216623,purchase,2013-11-07,Amazon.com,,Retail,Status Indicator Sm,203
27863,221222695,purchase,2014-10-06,Flagship Stores,,,Status Indicator Lg,397
27864,221222695,purchase,2014-10-06,Flagship Stores,,,Status Indicator Md,295
31095,221222695,purchase,2014-10-06,Flagship Stores,,,Alarm,699
31165,221222695,purchase,2014-10-06,Flagship Stores,,,Launch Button,699
31166,221222695,purchase,2014-10-06,Flagship Stores,,,Status Indicator Md,295
25320,221224719,purchase,2014-11-13,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
43041,221224719,purchase,2014-12-12,other,code3,Online,Status Indicator Sm,203
44326,221227249,purchase,2014-04-29,Flagship Stores,,,Dashboard,344
34709,221227755,purchase,2013-04-11,online,,Dist Partners,Launch Button,699
36007,221227755,purchase,2013-11-08,online,,Dist Partners,Status Indicator Sm,203
42311,221227755,purchase,2013-11-08,online,,Dist Partners,Status Indicator Sm,203
50388,221230791,purchase,2014-11-04,Flagship Stores,,Holographic Commerce,Dashboard,344
33626,221234839,purchase,2013-01-02,Amazon.com,,Retail,Status Indicator Md,295
32498,221234839,purchase,2013-10-01,other,,Dist Partners,Status Indicator Lg,397
50985,221237369,purchase,2015-03-17,Southern,,Retail,Status Indicator Md,295
33056,221240405,purchase,2013-10-23,Distrib A,,Dist Partners,Status Indicator Sm,203
33211,221240405,purchase,2014-10-30,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
33212,221240405,purchase,2014-10-30,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
45499,221240405,purchase,2015-01-10,other,,Online,Alarm,699
26519,221247489,purchase,2013-12-09,other,,,Status Indicator Md,295
36343,221250019,purchase,2013-11-01,Distrib A,,Dist Partners,Status Indicator Sm,203
28299,221253561,purchase,2014-10-07,Flagship Stores,,Holographic Commerce,Launch Button,699
34339,221254573,purchase,2013-06-10,other,,,Alarm,699
31293,221254573,purchase,2013-06-12,Amazon.com,,,Launch Button,699
31291,221254573,purchase,2013-09-16,Amazon.com,,,Dashboard,344
34338,221254573,purchase,2013-10-11,Amazon.com,,,Base Station,47
31292,221254573,purchase,2013-11-05,Amazon.com,,,Dashboard,344
34340,221254573,purchase,2014-01-22,Amazon.com,,,Status Indicator Sm,203
30079,221258621,purchase,2013-02-04,online,,Dist Partners,Status Indicator Md,295
15217,221262669,purchase,2013-09-17,other,,Retail,Status Indicator Sm,203
15218,221262669,purchase,2013-09-17,other,,Retail,Status Indicator Sm,203
15291,221262669,purchase,2013-09-24,other,,Retail,Base Station,47
39861,221262669,purchase,2014-10-23,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
50426,221265705,purchase,2014-07-09,other,,Dist Partners,Dashboard,344
33986,221267223,purchase,2013-06-14,other,,Online,Base Station,47
51093,221267729,purchase,2014-10-23,online,,Dist Partners,Status Indicator Md,295
50255,221267729,purchase,2014-12-19,online,,Dist Partners,Launch Button,699
35518,221268741,purchase,2014-09-29,Flagship Stores,,Holographic Commerce,Dashboard,344
33678,221269753,purchase,2013-07-16,other,,Dist Partners,Status Indicator Md,295
28888,221270259,purchase,2014-07-10,Flagship Stores,,Holographic Commerce,Dashboard,344
41091,221271777,purchase,2013-10-09,Best Buy,,,Status Indicator Md,295
38202,221274307,purchase,2013-12-19,Distrib A,,Dist Partners,Dashboard + Monitor,502
23968,221277849,purchase,2013-09-06,Computer Discounter,,Dist Partners,Launch Button,699
25527,221277849,purchase,2013-12-16,Computer Discounter,,Dist Partners,Status Indicator Md,295
43002,221277849,purchase,2014-10-10,Southern,,Retail,Status Indicator Sm,203
36550,221278861,purchase,2014-11-16,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
36551,221278861,purchase,2014-11-16,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
33183,221279873,purchase,2013-10-29,other,,Dist Partners,Status Indicator Sm,203
42851,221283415,purchase,2014-11-25,Target,,Retail,Status Indicator Sm,203
34393,221285439,purchase,2014-07-31,Flagship Stores,,,Status Indicator Sm,203
38917,221286957,purchase,2013-03-18,Southern,,Retail,Status Indicator Lg,397
46019,221286957,purchase,2014-10-10,Southern,,Retail,Status Indicator Sm,203
39908,221287969,purchase,2014-04-02,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
34535,221297077,purchase,2013-01-08,other,,,Status Indicator Md,295
34397,221297077,purchase,2014-05-06,Flagship Stores,,,Status Indicator Sm,203
37812,221298595,purchase,2013-05-08,Cambridge,,,Launch Button,699
37810,221298595,purchase,2013-11-04,Best Buy,,,Base Station,47
27589,221298595,purchase,2013-12-10,Flagship Stores,,,Status Indicator Lg,397
37811,221298595,purchase,2013-12-10,Best Buy,,,Status Indicator Lg,397
31356,221300619,purchase,2013-10-29,Amazon.com,,,Dashboard + Monitor,502
27703,221300619,purchase,2014-09-11,Flagship Stores,,,Signal Amplifier,98
42184,221302137,purchase,2014-11-26,online,,Dist Partners,Status Indicator Lg,397
24508,221305173,purchase,2013-07-08,other,,Dist Partners,Dashboard,344
38413,221305173,purchase,2014-05-07,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
39762,221305173,purchase,2014-06-16,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
39763,221305173,purchase,2014-06-16,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
38767,221305173,purchase,2014-07-03,Flagship Stores,,Holographic Commerce,Dashboard,344
32578,221307197,purchase,2014-11-01,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397
45750,221307197,purchase,2014-11-01,online,,Online,Signal Amplifier,98
47001,221307197,purchase,2014-11-20,other,,Dist Partners,Status Indicator Md,295
39594,221311245,purchase,2014-01-23,Distrib A,,Dist Partners,Status Indicator Sm,203
40725,221311751,purchase,2013-01-03,other,,Retail,Base Station,47
39536,221311751,purchase,2013-11-21,other,,Retail,Status Indicator Sm,203
25454,221314281,purchase,2013-01-10,online,,Dist Partners,Status Indicator Md,295
24614,221314281,purchase,2013-09-30,online partner,,Online,Status Indicator Lg,397
28636,221314281,purchase,2014-04-02,Flagship Stores,,Holographic Commerce,Alarm,699
32693,221314281,purchase,2014-04-02,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
35926,221314281,purchase,2014-04-02,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
31267,221317823,purchase,2013-07-17,Best Buy,,,Status Indicator Lg,397
32480,221321365,purchase,2013-01-07,Distrib C,,Retail,Status Indicator Lg,397
31519,221321365,purchase,2013-03-04,online,,Online,Launch Button,699
33057,221321365,purchase,2013-12-05,Target,,Retail,Status Indicator Sm,203
38097,221321365,purchase,2013-12-12,online,,Online,Launch Button,699
31520,221321365,purchase,2014-04-28,Flagship Stores,,Holographic Commerce,Launch Button,699
37788,221323895,purchase,2014-03-17,other,,,Status Indicator Sm,203
37792,221323895,purchase,2014-03-17,other,,,Status Indicator Lg,397
36492,221327943,purchase,2014-08-08,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
24318,221333509,purchase,2013-01-09,other,,Retail,Alarm,699
24665,221333509,purchase,2013-01-09,other,,Dist Partners,Status Indicator Lg,397
24968,221333509,purchase,2014-01-09,other,,Retail,Status Indicator Sm,203
24969,221333509,purchase,2014-01-09,other,,Retail,Status Indicator Sm,203
31060,221334521,purchase,2013-03-14,other,,Dist Partners,Base Station,47
24783,221334521,purchase,2013-05-08,other,,Dist Partners,Status Indicator Lg,397
30375,221334521,purchase,2013-05-17,other,,Dist Partners,Status Indicator Md,295
30376,221334521,purchase,2013-05-17,other,,Dist Partners,Status Indicator Md,295
38562,221340087,purchase,2013-11-14,other,,Retail,Dashboard,344
38956,221342111,purchase,2013-03-27,Apley,,Retail,Status Indicator Lg,397
45480,221342111,purchase,2013-04-18,Apley,,Retail,Alarm,699
38062,221342111,purchase,2013-04-23,Apley,,Retail,Launch Button,699
46883,221342111,purchase,2013-04-25,Apley,,Retail,Status Indicator Md,295
